Unnamed: 0,space,seed,hier_ratio,hier_pval,dataset,feature,n_subjects,source_file,n_subjects_plot,n_subjects_label,num_classes
38,State_LDA,9,5.588938756249348,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
39,Joint_LDA,9,6.468154064926918,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
0,Raw,0,7.062668234143469,0.0,lee,psd,all,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_nall_2_psdclasses.csv,54.0,all (54),2
1,Trait_LDA,0,7.479777788778006,0.0,lee,psd,all,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_nall_2_psdclasses.csv,54.0,all (54),2
2,State_LDA,0,2.702003800407762,0.0,lee,psd,all,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_nall_2_psdclasses.csv,54.0,all (54),2
3,Joint_LDA,0,7.44759924471182,0.0,lee,psd,all,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_nall_2_psdclasses.csv,54.0,all (54),2
0,Raw,0,4.798243565037493,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
1,Trait_LDA,0,17.431870226618912,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
2,State_LDA,0,5.837131165571947,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
3,Joint_LDA,0,10.557785884484044,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
4,Raw,1,5.186579219302569,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
5,Trait_LDA,1,23.789230374126657,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
6,State_LDA,1,8.05290041886608,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
7,Joint_LDA,1,12.106390663382037,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
8,Raw,2,8.771449856709959,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
9,Trait_LDA,2,15.741543166307125,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
10,State_LDA,2,7.38194913690474,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
11,Joint_LDA,2,11.656443749957091,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
12,Raw,3,5.711886737098468,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
13,Trait_LDA,3,14.274967582610085,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
14,State_LDA,3,6.895714556326899,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
15,Joint_LDA,3,8.901644013238196,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
16,Raw,4,8.135915030503106,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
17,Trait_LDA,4,15.900617708459896,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
18,State_LDA,4,7.879522492767689,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
19,Joint_LDA,4,11.984073448465264,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
20,Raw,5,7.729043032456834,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
21,Trait_LDA,5,11.190622008532692,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
22,State_LDA,5,6.047665029734269,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
23,Joint_LDA,5,8.532699140867912,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
24,Raw,6,7.308632880624067,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
25,Trait_LDA,6,13.758332332527123,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
26,State_LDA,6,10.648186356504969,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
27,Joint_LDA,6,7.963589095520361,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
28,Raw,7,3.1662060122483435,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
29,Trait_LDA,7,5.029598885959229,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
30,State_LDA,7,3.077842251356161,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
31,Joint_LDA,7,4.36175232470632,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
32,Raw,8,2.964649420488893,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
33,Trait_LDA,8,5.433920756246212,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
34,State_LDA,8,3.729003976188995,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
35,Joint_LDA,8,3.311359704998577,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
36,Raw,9,4.365984152523098,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
37,Trait_LDA,9,12.00199159263712,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
38,State_LDA,9,5.229859287062837,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
39,Joint_LDA,9,6.433895712268868,0.0,gamma,complexity,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n4_4_complexityclasses.csv,4.0,4,4
0,Raw,0,4.78670825663708,0.0,gamma,complexity,14,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n14_4_complexityclasses.csv,14.0,14,4
1,Trait_LDA,0,10.018453864021025,0.0,gamma,complexity,14,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n14_4_complexityclasses.csv,14.0,14,4
2,State_LDA,0,1.0003313634316082,0.0,gamma,complexity,14,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n14_4_complexityclasses.csv,14.0,14,4
3,Joint_LDA,0,7.87726314477977,0.0,gamma,complexity,14,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n14_4_complexityclasses.csv,14.0,14,4
0,Raw,0,10.899430090207971,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
1,Trait_LDA,0,9.729971668250943,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
2,State_LDA,0,3.069112901894777,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
3,Joint_LDA,0,9.032006686822218,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
4,Raw,1,10.61667616540303,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
5,Trait_LDA,1,12.715678309382058,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
6,State_LDA,1,5.849090048938247,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
7,Joint_LDA,1,11.836863321312704,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
8,Raw,2,10.956404410379092,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
9,Trait_LDA,2,6.980493516340493,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
10,State_LDA,2,6.387263811750767,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
11,Joint_LDA,2,6.933483737126936,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
12,Raw,3,11.305201297332031,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
13,Trait_LDA,3,9.577395964968328,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
14,State_LDA,3,3.4706481507693687,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
15,Joint_LDA,3,8.52614237151824,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
16,Raw,4,11.425465774347463,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
17,Trait_LDA,4,12.235502277358684,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
18,State_LDA,4,5.012583361995977,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
19,Joint_LDA,4,11.297854331971722,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
20,Raw,5,11.616260101146462,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
21,Trait_LDA,5,12.323089051472378,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
22,State_LDA,5,5.951688499487992,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
23,Joint_LDA,5,12.05878874073312,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
24,Raw,6,11.71704476400565,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
25,Trait_LDA,6,12.081441891826854,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
26,State_LDA,6,6.247220054624648,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
27,Joint_LDA,6,11.447193221151432,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
28,Raw,7,10.722030009175016,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
29,Trait_LDA,7,8.160403812822443,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
30,State_LDA,7,4.1381332890232425,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
31,Joint_LDA,7,7.776245686453759,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
32,Raw,8,9.434963041430368,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
33,Trait_LDA,8,8.500156982720148,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
34,State_LDA,8,5.281262166520087,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
35,Joint_LDA,8,7.924716058753406,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
36,Raw,9,10.53055174463248,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
37,Trait_LDA,9,9.76269495866695,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
38,State_LDA,9,6.633617018081512,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
39,Joint_LDA,9,8.599999265261115,0.0,gamma,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n10_4_complexityclasses.csv,10.0,10,4
0,Raw,0,4.358372479806759,0.0,gamma,complexity,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n7_4_complexityclasses.csv,7.0,7,4
1,Trait_LDA,0,7.580885977446065,0.0,gamma,complexity,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n7_4_complexityclasses.csv,7.0,7,4
2,State_LDA,0,2.636324106070772,0.0,gamma,complexity,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n7_4_complexityclasses.csv,7.0,7,4
3,Joint_LDA,0,5.638731793922725,0.0,gamma,complexity,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n7_4_complexityclasses.csv,7.0,7,4
4,Raw,1,6.309182361957528,0.0,gamma,complexity,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n7_4_complexityclasses.csv,7.0,7,4
5,Trait_LDA,1,10.528639442861044,0.0,gamma,complexity,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n7_4_complexityclasses.csv,7.0,7,4
6,State_LDA,1,9.061578623637912,0.0,gamma,complexity,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n7_4_complexityclasses.csv,7.0,7,4
7,Joint_LDA,1,8.106786073755922,0.0,gamma,complexity,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n7_4_complexityclasses.csv,7.0,7,4
8,Raw,2,4.287908700331536,0.0,gamma,complexity,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n7_4_complexityclasses.csv,7.0,7,4
9,Trait_LDA,2,7.493133036815484,0.0,gamma,complexity,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n7_4_complexityclasses.csv,7.0,7,4
10,State_LDA,2,4.545841933514053,0.0,gamma,complexity,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n7_4_complexityclasses.csv,7.0,7,4
11,Joint_LDA,2,6.121205335095067,0.0,gamma,complexity,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n7_4_complexityclasses.csv,7.0,7,4
12,Raw,3,4.280356296937666,0.0,gamma,complexity,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n7_4_complexityclasses.csv,7.0,7,4
13,Trait_LDA,3,7.220616526359392,0.0,gamma,complexity,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n7_4_complexityclasses.csv,7.0,7,4
14,State_LDA,3,5.735558184417417,0.0,gamma,complexity,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n7_4_complexityclasses.csv,7.0,7,4
15,Joint_LDA,3,5.306101715159959,0.0,gamma,complexity,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n7_4_complexityclasses.csv,7.0,7,4
16,Raw,4,4.579013173850525,0.0,gamma,complexity,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n7_4_complexityclasses.csv,7.0,7,4
17,Trait_LDA,4,4.2960988160089,0.0,gamma,complexity,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/complexity/hierarchy/hierarchy_results_n7_4_complexityclasses.csv,7.0,7,4
