Unnamed: 0,space,seed,hier_ratio,hier_pval,dataset,feature,n_subjects,source_file,n_subjects_plot,n_subjects_label,num_classes
11,Joint_LDA,2,2.751303796895659,0.0,gamma,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n10_4_psdclasses.csv,10.0,10,4
12,Raw,3,3.1673722281232126,0.0,gamma,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n10_4_psdclasses.csv,10.0,10,4
13,Trait_LDA,3,2.9291471577301227,0.0,gamma,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n10_4_psdclasses.csv,10.0,10,4
14,State_LDA,3,2.534351642652631,0.0,gamma,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n10_4_psdclasses.csv,10.0,10,4
15,Joint_LDA,3,2.965952320969828,0.0,gamma,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n10_4_psdclasses.csv,10.0,10,4
16,Raw,4,3.7322550293319514,0.0,gamma,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n10_4_psdclasses.csv,10.0,10,4
17,Trait_LDA,4,2.766768767411399,0.0,gamma,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n10_4_psdclasses.csv,10.0,10,4
18,State_LDA,4,3.398540677452707,0.0,gamma,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n10_4_psdclasses.csv,10.0,10,4
19,Joint_LDA,4,2.5683829250844226,0.0,gamma,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n10_4_psdclasses.csv,10.0,10,4
20,Raw,5,4.147457155890602,0.0,gamma,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n10_4_psdclasses.csv,10.0,10,4
21,Trait_LDA,5,3.129248240811977,0.0,gamma,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n10_4_psdclasses.csv,10.0,10,4
22,State_LDA,5,2.89556371067095,0.0,gamma,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n10_4_psdclasses.csv,10.0,10,4
23,Joint_LDA,5,2.8325011691092663,0.0,gamma,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n10_4_psdclasses.csv,10.0,10,4
24,Raw,6,4.352099366606692,0.0,gamma,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n10_4_psdclasses.csv,10.0,10,4
25,Trait_LDA,6,2.9382974748844246,0.0,gamma,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n10_4_psdclasses.csv,10.0,10,4
26,State_LDA,6,3.5919855028692163,0.0,gamma,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n10_4_psdclasses.csv,10.0,10,4
27,Joint_LDA,6,2.8610749362062005,0.0,gamma,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n10_4_psdclasses.csv,10.0,10,4
28,Raw,7,3.1170991130323817,0.0,gamma,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n10_4_psdclasses.csv,10.0,10,4
29,Trait_LDA,7,2.321466977747281,0.0,gamma,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n10_4_psdclasses.csv,10.0,10,4
30,State_LDA,7,2.7512771832988334,0.0,gamma,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n10_4_psdclasses.csv,10.0,10,4
31,Joint_LDA,7,2.3342967552022844,0.0,gamma,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n10_4_psdclasses.csv,10.0,10,4
32,Raw,8,3.050050721417137,0.0,gamma,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n10_4_psdclasses.csv,10.0,10,4
33,Trait_LDA,8,2.892123459867584,0.0,gamma,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n10_4_psdclasses.csv,10.0,10,4
34,State_LDA,8,2.330063103365952,0.0,gamma,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n10_4_psdclasses.csv,10.0,10,4
35,Joint_LDA,8,2.913016801564163,0.0,gamma,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n10_4_psdclasses.csv,10.0,10,4
36,Raw,9,3.3906366714818725,0.0,gamma,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n10_4_psdclasses.csv,10.0,10,4
37,Trait_LDA,9,3.014896142658639,0.0,gamma,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n10_4_psdclasses.csv,10.0,10,4
38,State_LDA,9,3.302321800297328,0.0,gamma,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n10_4_psdclasses.csv,10.0,10,4
39,Joint_LDA,9,2.982770271906976,0.0,gamma,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n10_4_psdclasses.csv,10.0,10,4
0,Raw,0,3.13201634737552,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
1,Trait_LDA,0,3.523738992315384,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
2,State_LDA,0,2.590510774878383,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
3,Joint_LDA,0,3.0086772602384384,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
4,Raw,1,4.4194827780929975,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
5,Trait_LDA,1,3.312819304559516,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
6,State_LDA,1,2.588195928960649,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
7,Joint_LDA,1,2.942981564464892,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
8,Raw,2,2.4345955516544744,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
9,Trait_LDA,2,6.131869884022771,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
10,State_LDA,2,2.235771033709057,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
11,Joint_LDA,2,4.739371722176802,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
12,Raw,3,2.59083353922482,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
13,Trait_LDA,3,6.320318315204903,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
14,State_LDA,3,3.283845400967908,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
15,Joint_LDA,3,5.278801588148491,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
16,Raw,4,3.582447089716675,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
17,Trait_LDA,4,5.219093007852142,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
18,State_LDA,4,3.3345122453111498,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
19,Joint_LDA,4,4.47054335783707,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
20,Raw,5,3.6546101901866512,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
21,Trait_LDA,5,4.120164416668484,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
22,State_LDA,5,3.220640011332285,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
23,Joint_LDA,5,3.4925330159810173,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
24,Raw,6,3.7079516001196136,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
25,Trait_LDA,6,3.1601289005658737,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
26,State_LDA,6,2.440556421090854,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
27,Joint_LDA,6,2.7696101359099745,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
28,Raw,7,2.435008670118666,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
29,Trait_LDA,7,6.241460444959919,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
30,State_LDA,7,2.776190986916056,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
31,Joint_LDA,7,4.979244867210442,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
32,Raw,8,2.7352274803013428,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
33,Trait_LDA,8,7.166370015624591,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
34,State_LDA,8,3.7560571997144794,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
35,Joint_LDA,8,6.240741373739775,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
36,Raw,9,2.637554431621748,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
37,Trait_LDA,9,6.464519949936369,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
38,State_LDA,9,3.3992395772442343,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
39,Joint_LDA,9,4.759528399123172,0.0,gamma,psd,7,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n7_4_psdclasses.csv,7.0,7,4
0,Raw,0,2.17437702023062,0.0,gamma,psd,14,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n14_4_psdclasses.csv,14.0,14,4
1,Trait_LDA,0,3.263731421238733,0.0,gamma,psd,14,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n14_4_psdclasses.csv,14.0,14,4
2,State_LDA,0,0.829603370028551,0.0,gamma,psd,14,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n14_4_psdclasses.csv,14.0,14,4
3,Joint_LDA,0,1.743162930332002,0.0,gamma,psd,14,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n14_4_psdclasses.csv,14.0,14,4
0,Raw,0,4.214672004627131,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
1,Trait_LDA,0,18.479566933109727,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
2,State_LDA,0,2.0856910089572582,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
3,Joint_LDA,0,6.558831789255448,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
4,Raw,1,4.6625359167859015,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
5,Trait_LDA,1,15.534188107167298,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
6,State_LDA,1,2.0171901443924747,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
7,Joint_LDA,1,7.985446172077152,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
8,Raw,2,5.809566510965039,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
9,Trait_LDA,2,4.126727456339255,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
10,State_LDA,2,4.245296763127027,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
11,Joint_LDA,2,4.20198153815054,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
12,Raw,3,5.344542291427204,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
13,Trait_LDA,3,4.673979545175276,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
14,State_LDA,3,1.7137116215071906,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
15,Joint_LDA,3,3.747773678183093,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
16,Raw,4,4.89868583963308,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
17,Trait_LDA,4,3.3940844259214256,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
18,State_LDA,4,3.20851110792523,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
19,Joint_LDA,4,3.9559152007574174,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
20,Raw,5,6.82368934425897,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
21,Trait_LDA,5,3.325714419350765,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
22,State_LDA,5,5.865097762863154,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
23,Joint_LDA,5,5.901794437516619,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
24,Raw,6,6.877107045368144,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
25,Trait_LDA,6,4.924137775611341,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
26,State_LDA,6,5.757131750881411,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
27,Joint_LDA,6,5.194224701131741,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
28,Raw,7,2.314095831164903,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
29,Trait_LDA,7,4.658514838320776,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
30,State_LDA,7,1.3324228226728878,0.002,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
31,Joint_LDA,7,2.428481697214098,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
32,Raw,8,1.8341131093642016,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
33,Trait_LDA,8,1.7673277358375166,0.001,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
34,State_LDA,8,1.5133711950237978,0.001,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
35,Joint_LDA,8,1.4178115820550328,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
36,Raw,9,3.7692957501651607,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
37,Trait_LDA,9,3.639225604413659,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
38,State_LDA,9,1.981421680012807,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
39,Joint_LDA,9,2.539671648847682,0.0,gamma,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/gamma/psd/hierarchy/hierarchy_results_n4_4_psdclasses.csv,4.0,4,4
0,Raw,0,7.240096519521939,0.0,motor,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/complexity/hierarchy/hierarchy_results_n10_6_complexityclasses.csv,10.0,10,6
1,Trait_LDA,0,8.636744638638378,0.0,motor,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/complexity/hierarchy/hierarchy_results_n10_6_complexityclasses.csv,10.0,10,6
2,State_LDA,0,1.211307578886889,0.0,motor,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/complexity/hierarchy/hierarchy_results_n10_6_complexityclasses.csv,10.0,10,6
3,Joint_LDA,0,8.226567129257058,0.0,motor,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/complexity/hierarchy/hierarchy_results_n10_6_complexityclasses.csv,10.0,10,6
4,Raw,1,6.531155347800295,0.0,motor,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/complexity/hierarchy/hierarchy_results_n10_6_complexityclasses.csv,10.0,10,6
5,Trait_LDA,1,8.48272494486944,0.0,motor,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/complexity/hierarchy/hierarchy_results_n10_6_complexityclasses.csv,10.0,10,6
6,State_LDA,1,1.1798054566320488,0.0,motor,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/complexity/hierarchy/hierarchy_results_n10_6_complexityclasses.csv,10.0,10,6
7,Joint_LDA,1,8.184408531860909,0.0,motor,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/complexity/hierarchy/hierarchy_results_n10_6_complexityclasses.csv,10.0,10,6
8,Raw,2,6.639265842369699,0.0,motor,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/complexity/hierarchy/hierarchy_results_n10_6_complexityclasses.csv,10.0,10,6
9,Trait_LDA,2,8.507959476015609,0.0,motor,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/complexity/hierarchy/hierarchy_results_n10_6_complexityclasses.csv,10.0,10,6
10,State_LDA,2,1.2304751845017483,0.0,motor,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/complexity/hierarchy/hierarchy_results_n10_6_complexityclasses.csv,10.0,10,6
11,Joint_LDA,2,8.04901445166829,0.0,motor,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/complexity/hierarchy/hierarchy_results_n10_6_complexityclasses.csv,10.0,10,6
12,Raw,3,6.635462506950038,0.0,motor,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/complexity/hierarchy/hierarchy_results_n10_6_complexityclasses.csv,10.0,10,6
13,Trait_LDA,3,8.6174458296091,0.0,motor,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/complexity/hierarchy/hierarchy_results_n10_6_complexityclasses.csv,10.0,10,6
14,State_LDA,3,1.1597280030924912,0.0,motor,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/complexity/hierarchy/hierarchy_results_n10_6_complexityclasses.csv,10.0,10,6
15,Joint_LDA,3,8.103589061585838,0.0,motor,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/complexity/hierarchy/hierarchy_results_n10_6_complexityclasses.csv,10.0,10,6
16,Raw,4,4.744046126288612,0.0,motor,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/complexity/hierarchy/hierarchy_results_n10_6_complexityclasses.csv,10.0,10,6
17,Trait_LDA,4,6.969453657952553,0.0,motor,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/complexity/hierarchy/hierarchy_results_n10_6_complexityclasses.csv,10.0,10,6
18,State_LDA,4,1.1600117337812477,0.0,motor,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/complexity/hierarchy/hierarchy_results_n10_6_complexityclasses.csv,10.0,10,6
19,Joint_LDA,4,6.832912455505852,0.0,motor,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/complexity/hierarchy/hierarchy_results_n10_6_complexityclasses.csv,10.0,10,6
20,Raw,5,6.86642788876572,0.0,motor,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/complexity/hierarchy/hierarchy_results_n10_6_complexityclasses.csv,10.0,10,6
21,Trait_LDA,5,8.93681749041636,0.0,motor,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/complexity/hierarchy/hierarchy_results_n10_6_complexityclasses.csv,10.0,10,6
22,State_LDA,5,1.131900151827857,0.0,motor,complexity,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/complexity/hierarchy/hierarchy_results_n10_6_complexityclasses.csv,10.0,10,6
